actual,predicted
27.748,41.5465624997461
28.096,46.4371830341078
29.132,42.8392990161331
27.228,44.4500833216511
26.688,47.6117290155742
24.036,47.2389207434268
30.764,51.676639642635
41.208,55.5036002908104
33.034,52.5660631397603
32.952,58.6002735923428
37.176,41.9236511955403
31.16,49.1596011840507
30.556,49.7393285250505
42.824,68.5816841358234
31.244,60.0320881967586
26.888,51.6474118852865
29.396,51.8536564758424
26.652,42.2443068953194
32.812,55.1382375480912
39.05038257,50.328183912862
43.384,70.4819469706514
23.14,56.8001545234431
23.78,43.0616992834625
29.632,58.2512260329875
25.304,45.1851055075029
30.188,53.5921805466464
33.312,42.8106649829433
45.37418401,51.8899189565072
36.45196917,46.8287569777835
63.92773658,55.7892487421399
43.176,56.574688444955
28.564,46.6527505380508
32.644,48.0873958040792
29.81065115,57.4289744069263
25.66,43.3061214200461
60.272,71.2562011187199
32.736,54.073588500316
30.76,62.2408387733273
44.904,60.134208328006
25.4,36.4780419518898
45.952,34.1258197636404
21.62124164,49.222283200963
27.684,45.4200304229552
28.836,47.357017765754
29.19716485,46.8267210433295
30.044,47.9119463412799
32.59924597,55.0732339991605
29.356,37.4245655298204
23.508,41.8577276137263
32.66,49.7954932238309
31.096,73.3787101388128
29.104,46.8936883277013
49.632,55.0294744799903
29.444,43.0778156299827
45.712,42.6274354276461
27.264,48.0867711304288
42.728,71.2235136019312
42.972,54.6028210550685
29.104,40.3923348159533
28.60094527,62.1484258401354
26.95602748,25.6419917142871
30.492,62.7005952670396
26.276,52.2411325620148
26.52292632,43.8965347546449
31.10518902,44.7719200988461
34.07126625,63.3010253277342
61.92,54.4378389840503
63.628,72.8598171154259
35.9,61.4523180925422
42.732,59.3430843502797
48.14260508,60.2821530597922
29.576,51.520526775545
40.888,51.3481438562719
25.408,29.4077854627926
37.97570526,62.4205255400237
41.41698122,54.9763836399192
50.2,55.1674941567333
38.49591628,44.6756438503348
28.104,53.5936178861544
26.992,60.0193255290036
48.18907111,59.7349557180535
38.20476317,53.1574837566619
24.024,63.2470194861432
35.02434343,52.6943718917453
29.872,42.9749605554534
48.27209734,81.1906576400321
31.19237239,46.8796849468527
45.27229149,57.7163090005212
33.96,57.2594930539771
34.48819999,54.6862196047547
36.28399577,54.1496065833108
47.03003331,49.6314038260315
29.636,40.8376185173919
40.2,58.319171775612
33.728,56.4188758340918
24.644,38.4226018718756
32.96370677,50.1511789805876
27.424,62.5796655381256
29.108,48.5723177993899
38.064,53.1972049721604
32.204,51.8448055794028
25.85188981,37.977333230324
33.84,52.6272413069308
46.11910418,59.6583140184454
34.05661012,49.3835811288338
25.776,39.141042095183
49.59876072,49.5914434926946
27.336,44.0258089738765
29.852,45.5971751363825
25.124,46.5141927984943
41.824,70.5126727184372
35.07129045,45.28321984837
29.40701198,48.0741319726826
23.70705727,37.1928263239811
46.992,92.118576189892
36.86935873,50.5083743771883
46.4913173,64.6464305553374
39,65.124189890159
45.38,49.9967433769703
39.1412402,37.007101753814
36.984,66.2103886404532
45.81984815,55.7154935701556
32.132,59.565276766732
30.248,40.5408779804276
27.38,55.5428161758716
36.416,38.0834540449548
31.888,59.0091845556923
34.904,48.6675246469685
27.792,42.0072418689727
47.248,49.7480095560563
34.12554949,55.8764907111184
36.128,47.9249480646882
40.952,53.4878441158051
48.24447828,52.5713433359967
26.532,54.7581064943023
26.04,43.3832614274556
27.86321554,38.3910334650201
27.77576071,46.1158525151407
29.856,45.675133476121
43.372,57.7177123952548
23.784,44.301502345262
36.49085403,47.412199846465
30.672,57.749599072149
28.256,40.2202997209146
20.67705873,53.7822464161337
49.55407614,44.6317577419506
38.64026668,55.3913478772741
29.132,51.4926753483967
35.592,45.8445841174077
24.416,49.0892558479248
24.6,46.1150384239648
42.39503173,66.5210478866499
16.768,58.8985715574539
54.99745852,52.1593871979831
24.496,56.1509207865721
28.488,45.8086733174403
33.50169037,41.7404854945986
20.872,39.489597978663
27.54,49.1067862370414
36.072,72.498928276492
22.828,57.6817374678233
34.624,58.0512233333592
23.428,52.8286793401345
36.436,51.5937849633727
32.548,51.2002230202553
41.71257753,53.5887510581139
42.448,66.9522215896853
25.35257157,43.0798673325614
43.268,58.3001140103507
53.41442894,54.761016638054
43.884,67.5239967107164
32.723344,52.3104615477508
37.07602193,48.2732350599611
29.488,46.1608454877817
27.8,44.6276898505669
37.03210804,60.3632092535603
28.91222461,42.0070729209206
23.846,36.4382854268181
31.08,65.7541752955876
38.15611142,60.5526362046298
33.488,49.5401526305904
30.744,60.6171475202411
28.784,45.2035268523259
25.54,45.5246330847137
35.288,54.5965234923715
46.864,59.6082856011204
21.264,44.2803014540407
43.964,67.9521095619519
30.86,43.4088941792597
40.98067921,61.915102704779
20.176,39.3997400174251
44.02376458,41.7542376478764
61.344,73.3592134798949
18.864,46.7935790919788
28.78,56.8808790806781
32.076,44.7530470617977
41.136,42.6080210428747
30.508,58.0193739020999
40.9539479,64.0227470748574
40.528,53.3141647489641
27.51995035,53.8789222776139
64.64,63.5999060916196
35.972,61.0035546949126
27.472,42.9136736107207
40.396,53.774337953948
32.164,50.4237967891798
31.58,40.4320873611214
51.00215902,59.4054104877047
35.212,61.3554743226831
71.07859197,67.4833154655553
30.744,42.77534962054
36.512,58.2621035004738
29.992,45.2001888970593
45.612,69.3095688448486
34.4131975,57.2031254976507
48.112,44.8905490917975
38.86579378,35.6042791705242
35.40801779,49.5338988265666
21.984,35.1183243679167
46.21327329,54.0176311140445
30.31831686,46.0847246789362
39.96924966,47.9696605585184
39.184,59.8192157501915
28.22,44.4324841386912
36.01964551,45.2552229432026
39.228,56.370138591609
68.30228208,58.0444899321783
34.33198681,45.1750927407347
60.828,60.4024547955694
19.688,59.7056717277018
31.38,41.824767799526
39.632,56.4992413402878
52.67011824,35.754582984611
63.756,83.4616224844549
31.07150317,65.799378789191
25.04,65.0903088405258
41.716,56.4342304078458
37.596,53.12221654933
47.144,53.4841351143909
50.06,41.8739587276061
21.25904119,51.3663366468534
50.01729324,49.4091376699237
23.48265515,45.8629397201014
49.28139875,40.1683454843168
30.91732865,58.2788528628507
32.796,46.4938907471358
33.424,46.9125699046828
23.904,38.4924108530806
29.364,53.6235581464139
56.358,54.4555120168601
67.14,56.85337836358
35.16005354,54.0988211383311
38.388,53.0185997433463
42.052,48.0039611501372
40.77282225,58.0528874227795
59.936,45.4731748390794
46.928,57.5290696462465
29.088,41.2513606317005
41.076,47.4188103821374
28.208,57.7034247367148
49.828,88.0493377167537
39.94539112,45.8914440636961
20.396,48.3127425288721
49.61751604,45.5025915563446
11.934,58.9582537212275
34.664,51.4367503993008
28.088,59.8330705624782
27.724,58.3555517266637
37.41851414,54.9456235900315
70.35833286,62.9198844361565
56.568,58.1093936330952
30.18,42.0380965184743
40.412,55.484669038679
21.004,59.1561001727859
38.192,59.1109690419938
28.812,56.3776712595395
26.76028006,59.5931801719169
35.6,60.8146576922385
30.20941884,48.5184697110458
33.076,64.9938359094997
42.036,34.9526084743749
36.10162939,60.2191775506675
43.112,49.4907875361229
70.732,51.0162731308307
36.12,47.6094067496002
24.752,68.8535867804959
40.932,55.3534116292439
24.40562809,55.0559277136364
47.92,55.0671657167046
33.27003426,25.6062284251465
60.336,58.8208338803744
28.724,42.7932136263615
38.736,55.3267812843203
67.568,53.0013709747457
56.128,53.8651855195429
45.956,90.6753884516473
32.44123301,50.5438542450505
46.744,66.5748601697829
27.02,58.2354885882235
54.936,56.5408899240634
62.008,51.7534988559267
38.44772302,59.3837818552821
41.23692755,57.1282268971597
29.26563545,53.2514429181675
66.956,34.0662414287464
43.372,53.1895957456721
20.484,59.0314031590049
30.988,58.9026018794207
52.128,61.2556475003699
29.15185689,37.5069413310448
43.884,57.7208033159129
66.948,51.9500277527199
36.408,36.0851784803914
32.49670036,56.1584308588125
41.82115739,47.2854757791451
20.288,134.053426833183
21.948,45.4093517328686
19.024,46.1923501348392
47.436,68.632557926391
23.924,45.6323559736668
37.688,61.7096810117211
47.89992016,55.2456059006507
23.696,46.2382357335375
48.204,56.470093857242
29.752,44.3500700101761
23.852,41.1032068541359
48.948,68.9799105715881
28.09232775,57.263099936201
27.468,51.3336481081049
27.024,38.3448450393832
42.6041591,52.6050552797896
40.67932238,55.5100101416276
32.252,58.584798208654
35.49390913,45.4301957000884
38.304,52.7543860400784
21.596,54.4829905595434
60.408,60.8821082846559
22.484,47.6767359320575
28.67926976,58.1779815772723
20.668,42.6164507167419
33.484,49.855282502586
34.848,54.0215790548
25.31341516,63.5189327296479
29.45106486,43.026480158853
20.312,56.2723948653082
41.692,53.1523222506595
40.04565233,50.7534106613935
66.716,60.5486575375359
69.892,72.1591245651054
38.91903009,51.5094814453007
39.552,57.6769789876907
25.05108889,43.6627469428765
27.41962381,46.7104495487001
36.36439764,42.403340568096
33.73002076,37.9016519368765
35.94017441,57.2453551301174
32.712,51.1710074665807
51.36853882,53.0236855731417
35.212,51.9003097254521
59.852,60.2230880456339
23.48,56.8200761298019
39.33313857,44.0596489315142
48.764,59.9343537440368
42.268,46.5033759658058
37.14,59.1036793936258
36.708,69.1402682364324
36.072,65.2994288631894
60.44,86.7809701705351
61.572,55.4603419507067
29.62307158,32.5912209628168
21.50685053,53.0642551303528
34.88893209,48.1092776323053
57.34912221,49.453686324555
