WellID,EUR_o..Mstb.
1,-20.5047998514242
6,-20.3091937178115
8,-23.5620803486836
9,-22.8507094970751
12,-15.4212547971811
15,-20.8070139192891
18,-16.6505753327533
20,-34.0327531140697
21,-32.4193989751607
24,-15.2918030396072
27,-16.5373469042952
28,-19.6379415410652
29,-18.1946138377975
30,-18.1702920355324
34,-17.6967526777694
39,-39.603483303214
41,-39.143449571106
43,-29.0322539562017
47,-28.9881652959539
50,-29.6094633055804
51,-32.0488527783268
56,-39.5396459938293
57,-36.6836923988249
62,-28.4483699309444
65,-29.7402769569976
71,-21.5129176537766
75,-22.8183167555726
77,-18.2114280095293
78,-18.1364743527042
80,-20.2251201760832
81,-21.7871489098939
83,-24.7681804466342
84,-22.4306831955319
85,-28.8658951123093
88,-27.5443159412393
92,-28.3849615627346
100,-28.1919168251438
101,-25.6974519657365
104,-22.0586289888006
108,-32.0241897027936
109,-30.6105779098543
111,-30.0009373359539
117,-27.0681405085679
119,-14.048939794347
123,-20.3754007538168
126,-27.1372491650827
127,-5.38388341759673
128,-16.8845635603193
130,-32.0315838104571
137,-14.4081407375411
140,-11.9197144112568
141,-19.5380590748632
144,-14.0624040275961
148,-15.6448176514764
151,-19.6335355655133
156,-9.68272139483361
157,-22.7510858464052
161,-18.9651080192853
162,-8.70054825063426
165,29.0806424500788
166,50.8496781974045
167,-10.9125394759249
168,0.566454665171022
169,-23.8252384458874
170,-1.53997853604915
175,-16.6009504605345
177,-4.85461993629133
179,-7.16066553975406
180,-2.94629609063941
181,-16.6693316795449
185,-29.2375476066286
186,-29.756233262392
188,-31.595319180708
190,-6.61504532116032
193,9.698094434827
195,-16.4605513756587
197,-32.0338579663317
198,-30.6602235646415
199,-11.1333922377944
203,4.13734406639105
211,-29.2927890633309
214,-9.61582199057739
215,0.884994825466492
216,-10.6286025020563
218,11.9397146995925
223,-30.8377137506236
225,19.3949004216684
226,-15.5950679880257
227,-15.1968569273349
233,-15.8407308385681
238,-13.9573043867472
241,24.4747884600838
242,4.94239516792732
244,-12.4463267144579
245,23.2205244132037
249,-30.2490301106268
257,-27.1931116270734
260,-6.60438978325101
262,-26.0700730032913
264,-28.979442888759
274,-19.8858918605411
276,16.1104078735798
278,-11.7729327957204
283,-17.8405321632545
285,-20.2725578460381
287,-20.3966283914719
295,10.3338837366828
300,-2.11618786283498
301,53.3507239714336
302,-14.815305700808
305,-18.6202814582002
307,-24.8452138801522
310,-16.5751149248954
311,-17.7313287580382
312,-18.4893131680742
313,44.8200429221542
320,-15.372888880649
326,-16.7834677048695
328,-15.5571240594959
329,-16.6153489594053
330,-15.7669540907123
331,-17.7170982251741
334,-17.3442544049735
335,22.3409298818951
346,-16.7738214522801
347,22.3539899251045
348,40.4343641630103
361,20.5191294683673
363,51.405361726419
364,21.1965706429883
365,12.4248733747545
366,0.816988898993259
373,41.3093068156677
374,49.3555543964894
376,35.4034457240232
377,10.479923357394
380,53.6664976027523
382,22.1120616102035
383,-16.4364846830022
384,22.000184859271
385,21.2400004472038
388,-20.6862255786527
390,-15.5960983763425
391,-15.3279520304695
397,43.3844447026677
400,50.287226100284
405,51.5510630250374
409,-7.91322814784189
411,-15.3653064076734
412,14.7565042647011
416,23.6368636518364
417,47.345346463956
420,17.6935312413343
424,22.964234730367
427,21.1996652743492
433,-1.89255320480652
435,4.44899938807794
441,-16.1338335844698
443,-18.2660934903706
444,-20.5481652933777
446,-17.8736122992555
449,50.4926661408472
451,-17.5905378114053
456,26.6051974392876
459,-20.470512800196
460,-16.3548618593909
463,14.2376532262606
466,-18.5234484000462
467,-27.8690779171961
468,-26.3882578956559
475,-27.5504454008833
477,-28.2500099979179
479,-28.7068303678739
482,-14.8114020319549
485,-16.3501610270714
489,-15.866253449416
494,-24.8447556986912
496,-21.6349359524729
498,-24.4329391840738
506,-19.7575867513433
508,-17.7178830456542
511,-25.6522335679683
515,-13.6585117729087
517,-16.5710378508043
519,-26.2752380596098
520,-15.555217395517
522,-27.595717633405
523,-15.1283005165965
524,-24.7369942253004
528,-26.0948675332957
532,-27.2026419308604
533,-23.5753488972077
535,-19.3229566950158
539,-23.7932011870939
542,-24.6317961627624
544,-11.7843626233184
546,-15.8932631234456
547,-16.9564276270744
548,-26.3216894696661
549,-27.8420908755033
557,-16.5834459431871
559,-26.8072554526962
565,-21.5132533083947
570,-28.0935993646881
572,-21.1178830499798
573,-23.5820587095382
576,-17.8097451856911
577,-29.1112657472841
578,-29.3594302207921
582,-11.5870119687111
583,-27.4141959050494
584,-18.2529356450723
585,-14.0391879690619
588,-29.2705915158203
589,-28.0358527978915
590,-26.4209493195267
591,-25.463168435258
597,-27.7070470989283
598,-29.2072171517852
601,-25.5716329899274
604,-27.118448229216
606,-27.1439054474786
607,-26.2182286406478
609,-15.9507247414235
610,-26.886008870576
614,-28.0490970517535
620,-16.5208623197368
623,-27.9859312536983
624,-28.6394603901781
625,-29.6076351729484
628,-26.4889932403339
629,-25.3692176563445
631,-29.0902936330262
632,-27.1223409070517
637,-17.5327136007422
638,-22.3081977820066
640,-16.8600746754537
643,-23.7955142583828
644,-22.1516784426403
654,-22.8173196292505
660,-16.803336852945
662,-26.6600697519862
671,-22.5165624243182
676,-23.1279234181015
677,-22.0750176608535
681,-25.6008899159024
682,-26.9220585731832
683,-21.9608037231601
688,-15.093170855233
689,-14.6731044032663
690,-25.9653183008527
695,-14.6161751289287
697,-27.9050807678741
700,-18.9947679335701
702,-27.3362399937037
703,-26.5332925211796
705,-28.1886709806972
706,-12.6539379225796
707,-28.2629771333272
716,-24.6410014324988
717,-22.5324950141276
719,-21.9128224304686
722,-17.6160151738545
723,-16.2898958657374
724,-17.7264946562632
727,-19.3845352496464
728,-25.4761223451769
730,-23.5082448880171
733,-26.7677353073013
734,-25.0018339578505
735,-24.435070346231
736,-25.011702913534
737,-25.9229897751488
741,-18.2928601427675
742,-24.2439404641086
746,-24.3869150341893
748,-26.7723960194144
749,-26.5143432300101
751,-26.075503851871
754,-26.7282022961772
755,-23.471710257008
762,-19.8430051938526
769,-21.5347973421053
773,-14.9741338159465
774,-14.6445496653591
775,-15.3928258432989
777,-20.2949006157496
783,-25.1947423225233
784,-15.9130931725927
785,-15.9871036096083
786,-25.2779513739738
789,-18.7854458840384
791,-26.9344727564712
792,-26.4732859425685
793,-15.031762563005
794,-13.8791849676481
795,-17.4479910594437
798,-21.4785340064177
799,-19.8437213814414
800,-15.7996222228944
801,-15.7980303640593
802,-19.8330257245525
806,-12.0321984342418
807,-12.8755254538705
808,-17.4279929470704
811,-21.4296541960844
812,-11.0822840135611
813,-13.9892119528045
814,-9.43604958391325
815,-9.53261930752069
816,-16.9843778335976
822,-26.7742341367107
825,-19.8988877341976
828,-23.730896461208
834,-16.0972448913394
838,-14.9209486164345
840,-22.090360091519
842,-10.543659262672
847,-17.4999725574175
849,-19.9069892730172
851,-9.0913663678125
852,-17.5400618360236
854,-15.4904475847807
857,-8.73816733596232
858,-8.9500358504697
859,-9.05036657448682
860,-15.0441620315814
861,-15.0830739301146
863,-13.7647835632356
870,-13.7866510483473
875,-15.3069859440429
877,-13.6137908476471
878,-17.1062712203984
882,-19.928592090565
884,-11.3223330120823
888,-15.8038390682555
890,-14.6553364380939
891,-15.8306760792502
898,-14.8772408089681
900,-8.90705122333611
906,-12.1332849200044
908,-6.24556858731739
911,-9.23894073948532
913,-16.3263216313371
915,-16.4074199530901
916,-16.1200942220535
919,-16.0798725536579
920,-30.122475409345
921,-31.3784218346868
924,-11.2749801139089
925,-11.6972947387858
926,-28.7863485241637
927,-14.3754802918329
928,-10.0747020655267
929,-11.1525490666845
935,-14.415480114174
936,-27.9322919979581
937,-22.7641133888142
938,-23.5888209814116
939,-28.4566363382323
942,-15.8405287548758
944,-19.9293227147746
945,-20.3123892035692
947,-16.0242505675119
955,-18.9825407007756
957,-16.4349807552571
960,-16.5500833234228
963,-11.7223486456624
964,-16.3144467967445
966,-10.8802131528037
967,-13.3353143234081
973,-15.7447866925172
974,-6.1882889050521
975,-11.9332653567453
977,-16.6402390460757
978,-16.3232813030845
980,-16.4339085891775
985,-12.4916759455077
986,-13.85113377892
987,-12.4069000194395
988,-11.5614979635079
990,-15.2649839538381
997,-12.5488914777316
998,-12.7097753001585
999,-11.366531157486
1001,-10.2511934730474
1002,-11.5297093770228
1003,-31.025856950318
1006,-14.7717013737761
1009,-30.9524078812801
1011,33.3629110361435
1013,-4.32889845934051
1015,28.3803080405032
1018,30.9872911412886
1020,-22.5761049594989
1022,-11.3742318898599
1023,-31.0362453770299
1024,-30.9427998305282
1028,-19.5890172691516
1032,24.6922712003843
1033,24.8564661858409
1035,25.6599306434609
1036,-16.8393414669322
1038,-20.7688373348201
1041,-22.0816971104869
1043,-13.7930899481862
1045,25.7930151180371
1046,-24.6463839650237
1047,-23.5386733936384
1050,-22.7441738494322
1052,-11.1040453576443
1055,-20.0528195189195
1057,-12.6125396232387
1061,-13.4901420333513
1063,-11.5546296316711
1067,-14.6684475948232
1068,-8.03765254690325
1069,-14.143790919275
1073,-8.10152533249948
1074,-13.4668665140134
1075,-13.4501425275002
1077,-15.2308726182755
1079,-30.3756011622481
1081,-11.8826547843705
1082,-9.3199144853038
1083,-6.70721850294058
1088,-13.8795651959094
1091,-23.2900440735284
1094,-24.5847817324657
1102,-18.2424289938954
1103,-6.81004281617879
1105,-23.506538671847
1111,-24.3089950119252
1112,-17.4465902134011
1113,-18.7608692542194
1114,-19.617792453957
1115,-22.1442501285937
1117,-17.9568373172956
1118,-12.7983123787499
1120,-21.4539061358396
1121,-19.8001283040239
1129,13.4526487289004
1144,-10.0025119994802
1149,-9.96021555488551
1152,-10.0312293980255
1153,-11.1765164306753
1154,-10.5797695618739
1156,-10.2623098361018
1157,-10.2214412267581
1160,-14.77743300156
1162,-22.1947348497733
1163,-15.2586227607953
1166,-16.4479820716515
1167,-16.0643588436496
1170,-21.6159600961191
1172,-12.0017249713678
1173,-10.1139039529371
1174,-6.42044670085943
1176,-15.8037266451756
1180,-18.0243540054585
1181,-22.9963553560328
1185,-5.27638804682738
1187,-15.3540832681474
1188,-13.5630180940261
1190,-10.0468937547348
1193,-9.51932953035202
1195,-26.2333004786356
1198,-8.2510663852554
1205,0.781517378786702
1210,-13.4657785838422
1212,3.80234774023211
1213,-0.299966628258971
1221,-16.9461717738463
1226,-9.73919916512341
1229,-13.3435748694797
1232,38.0971788423285
1233,39.8284602855601
1234,-8.11965967381275
1236,-7.93894781250492
1237,14.6623466676756
1239,-4.53752288738906
1241,41.702666625165
1242,-10.5073277265424
1246,7.53988204539473
1251,-11.8469968396912
1254,-7.33634413551863
1258,7.47514085818784
1259,51.048051575217
1262,6.92640206815395
1264,-18.5208586779472
1268,7.23217947597823
1269,4.25988649970623
1271,43.1430966608223
1273,-18.9999240475759
1277,-19.311321777554
1280,-28.7074531332682
1281,-9.95613244800415
1284,-14.9158407424534
1286,-8.10271013029069
1287,-16.7082054848115
1288,-11.924670130004
1290,-13.8139370635809
1293,11.1568698644123
1294,11.9213119095657
1295,11.1444342021296
1296,-9.52350323509108
1299,-8.59185411953649
1303,10.5153264723931
1305,7.81901274816755
1306,8.34166987053777
1308,2.4424774788813
1309,0.161564972471751
1311,7.61186206207367
1314,5.5885113951208
1316,-9.22045068893431
1317,-5.90271430443909
1322,11.8666610550263
1324,-9.08270830190486
1325,-11.7773806666778
1327,-9.0380480262279
1332,-11.1285368361637
1337,-13.8443058334205
1339,-7.2631120305914
1342,13.5875406365849
1344,-6.73591711934478
1349,10.7434914023315
1353,18.221227661973
1357,10.2667015397001
1358,15.4459263841309
1362,-7.72671938901249
1364,-5.21746662459418
1365,-5.57160955743393
1368,5.58224349618831
1370,6.00046074702641
1371,13.6233875231337
1373,-23.8967417335125
1374,13.7663217541303
1378,-12.3958804708718
1380,-7.88017478892698
1384,-26.3093814366866
1385,-26.5783526599912
1387,-10.3744146724625
1397,8.6745937853857
1399,-6.9257766136775
1401,-8.57726902910144
1402,-11.415229904469
1404,4.37451069765939
1410,5.18318466725304
1415,-26.3671760238085
1419,-6.65815825180289
1422,-9.16097984125327
1424,-22.5589362675237
1427,-21.78059117049
1428,-8.19784073775963
1429,10.6653507392703
1431,11.9891392777863
1433,15.661137698602
1436,-7.94557668304924
1437,8.37623788084329
1438,11.3894761135043
1440,5.83810584126059
1443,-20.1636762698049
1444,-21.1217327354593
1445,-2.61128251177252
1446,-14.0147582172299
1448,16.2043740861727
1449,-8.1368355297659
1450,16.6523570921718
1452,9.10124210608865
1454,17.2760109209348
1455,17.3536521206934
1456,12.2192230856681
1457,6.63848177686214
1459,-21.4676224923546
1460,13.1697063901547
1464,15.6083021452105
1467,-20.3357942736661
1468,-6.56565449630034
1470,-6.35986243219941
1472,-8.02312907374881
1476,13.9839409066517
1481,-7.39378211156827
1482,-11.8901087601052
1483,-7.35455526259784
1484,-7.65966612006468
1485,-5.9468374734688
1486,-7.1840194001079
1489,-7.15115683521753
1490,14.8384018317611
1494,-8.38184969743179
1495,14.405278781298
1497,4.99806217677542
1498,-9.16592366171153
1504,-8.57468160812914
1508,-12.0815434687697
1511,-18.6737372303573
1512,6.79981656311156
1514,-11.6801769610947
1515,27.8412887989862
1516,-16.3675195610149
1518,-20.2996302964852
1522,-22.0105106697306
1534,-36.9412357366596
1535,-37.0619431843866
1539,-36.2196290485745
1540,-37.1026465951909
1542,-36.9004296519479
1545,-38.1795866938464
1548,-37.2587539602896
1551,-36.7336231282002
1556,-19.1989743942972
1557,-16.5168943776098
1559,-17.5571647279003
1560,-19.5976512638063
1562,-35.5098062483262
1566,-32.1919403913525
1572,-17.9849286358381
1580,-17.1168118526462
1582,-18.4415727724172
1584,-32.7223042248847
1587,-19.759561526851
1588,-38.1525767144913
1589,-37.7772900313703
1590,-36.7972728265227
1591,-36.3753315873068
1594,-21.2153849020829
1601,-37.3885367564153
1602,-36.3733259622418
1603,-35.8937305962186
1606,-38.4394574950043
1611,-19.3725760170923
1618,-16.5986394705265
1619,-17.4067688630334
1622,-16.0751359346955
1623,-17.1940526144281
1630,-35.9339792971291
1631,-34.2135187402559
1632,-34.2261394614952
1633,-35.4434423831649
1635,-35.1693596034143
1638,-34.2326251099103
1640,-34.601255342779
1642,-35.485738117799
1644,-35.2280650591601
1646,-16.9367633626284
1649,-18.5946467150748
1651,-34.0422625645483
1652,-38.2062855241097
1655,-34.1158834384451
1658,-34.1305911109071
1659,-34.0057768352058
1660,-37.4640654530372
1663,-35.1176238359067
1664,-32.9193444514526
1668,-16.9084676356874
1670,-17.9903659933789
1675,-33.5656326649159
1677,-33.3885863957112
1681,-37.1463237107264
1683,-16.0017264142416
1689,-37.3279218663388
1692,-37.3878702922261
1693,-37.2656946991165
1696,-34.175458577738
1708,-37.8297708234022
1712,-37.2618383676263
1717,-37.3237149592587
1718,-37.296895926625
1721,-17.8604812147564
1722,-17.1027439486124
1728,-17.730608223922
1731,-18.035997701651
1732,-36.7883895162881
1734,-37.4211749732749
1735,-37.5661379797334
1739,-38.0930530914811
1740,-36.2882934371742
1741,-36.1235229098816
1742,-37.9976965310052
1750,-35.8948938384228
1751,-37.5819138812831
1752,-35.7849883909621
1753,-37.2777895569711
1754,-36.7351020266101
1756,-38.0322282266184
1758,-37.4399307673389
1764,-37.5512385171592
1766,-37.5333591620702
1770,-38.5963008679682
1772,-37.7801608944833
1773,-38.3871825285419
1775,-37.4842785794717
1776,-36.9417628539704
1780,-18.6724564019783
1781,-16.5422286708094
1784,-19.1683039621134
1786,-16.3352295957625
1787,-18.0927001643513
1788,-18.2065480791466
1796,-36.1992260025372
1797,-37.0588338662442
1802,-37.2991534331791
1804,-36.6626869324973
1808,-37.7028281036628
1809,-35.3496483206732
1813,-37.8655117817357
1814,-37.1044963054746
1815,-36.9036681327325
1817,-34.4767674195509
1819,-19.0692113373534
1829,-35.512913086035
1830,-35.0812078940676
1832,-15.8730128757552
1838,-15.4846532017596
1839,-19.7686844531136
1841,-15.5488855954986
1845,-36.353287370016
1846,-16.5432471137678
1857,-38.1673573647131
1859,-37.7218649879396
1860,-16.4505711223856
1869,-38.0682336708451
1870,-36.3770305120574
1875,-35.6748560153883
1880,-34.7222219728587
1882,-38.0627997492002
1883,-37.4121815089416
1884,-37.0168421894437
1885,-16.3454699340318
1888,-35.6535225447178
1889,-36.5626798337826
1892,-36.4388083833483
1896,-34.9932169039175
1898,-34.9436104579345
1901,-36.9089372153903
1904,-33.974040126142
1907,-33.6092662247625
1909,-15.1877786286236
1911,-36.4718250846367
1917,-36.0845339978227
1923,-36.119439841309
1924,-35.0272015013643
1926,-32.6203442189862
1929,-36.8767760560859
1931,-36.0418413537154
1934,-28.9011818908466
1935,-36.1055685332221
1938,-35.8079263743889
1940,-20.9019452821558
1941,-17.775743390278
1944,-30.9772926449823
1946,-30.008131026997
1947,-34.9695318168119
1948,-31.1487091564923
1949,-36.0089849581814
1952,-34.4772494995
1956,-31.2165455331542
1957,-30.6304356545411
1962,-31.2956003286963
1963,8.55735588649623
1965,-19.2312577781272
1969,-31.1269734699135
1970,-29.918665377766
1975,-31.023370763156
1977,-30.0459558863495
1978,-29.0378597981594
1979,-31.0450998007423
1985,-30.3735925805577
1989,-29.976656589653
1990,-30.45721322278
1996,-31.2911362813657
2001,-28.2275507140153
2003,-31.3942238558457
2006,-30.6311777332194
2009,-29.9245048914649
2012,-30.3253653832148
2017,-32.7915884796048
2019,-31.7893076776704
2021,-12.9319862844613
2022,-14.7720358048546
2024,-13.8546906900178
2032,-25.2624159139946
2033,-14.6506782646088
2034,-15.4218096445593
2035,-11.9850493206222
2038,-14.8053667382264
2043,-10.7392725326827
2044,-10.7267432400367
2045,-9.98612229410855
2046,-33.4081708856102
2047,-34.3799629381124
2049,-9.95125525244976
2050,-33.9127329735293
2053,-16.8255434744201
2055,-33.5303567159826
2058,-29.2074240641864
2064,-29.1068537232168
2066,-22.9187545511054
2067,-19.3171037861521
2070,-31.0490325055175
2078,-27.1499630920407
2088,-31.2564932935961
2094,-8.62065563331362
2096,-8.62699583457197
2097,-8.75225203994523
2100,-17.8355805457782
2102,-10.6224771921379
2103,-10.7981688843233
2111,-9.94584020227967
2117,-8.36258892475962
2120,-8.86345359088091
2121,-9.15252527111898
2139,-9.54575020676884
2142,-9.63640668786138
2143,-6.50345872028447
2144,-9.87728533261225
2148,-16.4811904580984
2165,-24.7141574739412
2172,-18.5684289291571
2208,-22.3208151651879
2215,-18.8249805675819
2219,-18.7120121235471
2226,-21.3288332852753
2227,-23.2797687152529
2228,-24.6503903000335
2231,-27.0619140130361
2232,-6.34162168054354
2233,-2.75721999813959
2236,0.113988857342065
2257,-14.8676781193526
2260,-15.1113387040032
2261,-15.4150205879673
2262,-22.7859082291648
2263,-12.764219487125
2268,-15.8925596203553
2272,-25.590999300186
2277,-15.8614182229676
2278,-15.9477917100212
2280,-13.8838248436732
2281,-26.4903300895662
2283,-27.8114753193054
2284,-26.4099531461211
2286,-12.9088998150164
2287,-10.0120060302766
2289,-10.0458612832876
2290,-8.60137974630516
2292,-16.3142586520244
2294,-12.9314327972097
2296,-13.0888832435967
2298,-13.0945660101424
2300,-15.3995460523001
2302,-13.133129325041
2303,-14.4169844679423
2307,-13.8667579665271
2308,-14.0386745843671
2311,-12.6997836436531
2313,-12.2836884232029
2316,-6.2110392989448
2317,-13.798657895979
2320,-17.1686830140516
2321,-10.7843475406353
2326,-30.2603360300964
2327,-29.0657531901584
2328,-31.8569107419739
2329,-30.4300358504306
2330,-12.7274716589154
2333,-13.2350665969916
2335,-15.1521817875896
2336,-13.75085378531
2337,-13.7760167356018
2338,-16.6300813741532
2340,-10.8560675700987
2341,-9.65229626539076
2345,-9.74537408453125
2347,-8.66472831133888
2348,-11.5935187990781
2349,-10.7062305547252
2350,-10.0909869322113
2352,-6.33225216073288
2356,-2.94060187558716
2362,-8.7418650891309
2363,-9.6157408453978
2368,-14.2191407783766
2373,-9.61083278713795
2374,-17.032497417063
2376,-17.0157684619285
2382,-20.5992753527739
2383,-13.7156493037651
2384,-4.36159998712719
2386,-10.5172376147229
2388,-11.162826818691
2389,-29.9675176210485
2391,-17.9089146577908
2393,-22.8799524689098
2394,-29.346852404215
2395,-29.4890164022154
2396,-29.7445515458185
2397,-14.5246887115695
2399,-27.0527180309468
2400,-18.8835622306974
2401,-15.6493392558336
2404,-11.0880561470094
2406,-9.52608002249553
2414,-13.7813949039214
2415,-14.0627318148845
2416,-17.2109030370098
2417,-2.56189652919329
2418,0.829221503645385
2421,-1.45638270688232
2422,-12.6307857620154
2423,2.77953020197219
2425,-1.90264556861803
2429,-8.73951402151806
2430,-12.7237657682595
2431,-4.20687613548262
2433,3.70995608510384
2436,-4.1551860719419
2437,-21.796185263448
2439,-16.3468867623774
2442,0.342542425894862
2443,-2.72628923246475
2446,-19.2137179469282
2447,-19.9654749455094
2450,-13.964223613234
2451,-12.2284275997386
2452,-19.4200518128828
2454,-19.8766842881696
2455,-20.3337600607629
2456,-16.4091390970048
2460,-4.35189653506768
2471,-2.6525860069537
2472,-20.724629922358
2475,-16.7591958100134
2479,-17.6058707412253
2480,-2.35090209065811
2481,-12.2112731019843
2482,-11.0647093860302
2484,-13.2570446320419
2486,-12.2369962820571
2487,-4.87164840229661
2490,-11.7815317830919
2491,-1.08752016520566
2495,-13.6669731748734
2496,-18.5282615108954
2497,-19.0764624254562
2498,-10.7693494514679
2499,-10.8207087754004
2502,-12.3839924515451
2503,-13.9014759155689
2504,-11.271138929706
2506,-9.87761098143437
2507,-19.7588010489535
2508,-3.25054731414548
2509,-16.3946725716928
2514,-10.0563529959086
2516,-8.36968672505054
2518,-12.4394889197588
2520,-13.87757946489
2522,-12.2375103827039
2531,8.20218546295018
2533,-3.11536467674432
2534,1.88241364507485
2543,7.41741638308758
2547,-15.0005951412149
2548,-20.7184977921329
2549,-11.2868518737778
2551,8.19020352341158
2556,8.60803284157737
2558,11.121281579115
2566,-15.7140781231051
2567,-15.9507237775874
2568,17.5893632759908
2569,-14.0393652518478
2571,7.60702689691061
2573,9.84901613558668
2575,4.01384111458447
2580,-10.9907785847495
2581,-13.4732368743216
2586,-9.1110219554962
2587,-12.3606226835786
2592,-8.98435141706386
2594,-3.47091753342511
2595,-16.0572955626722
2596,-9.38250786853996
2597,-10.0917301266304
2600,-8.37053239332772
2601,8.97213833357728
2602,11.8292419307409
2603,-10.1666889484582
2604,-12.3348060328044
2609,-13.4205892213895
2611,-11.0179152679943
2614,2.23160508560886
2617,8.67498034731125
2618,8.35789980815298
2621,-3.98508176215955
2626,9.9589446612963
2629,-10.7703206223459
2630,-8.95502122632161
2633,11.2117768378612
2636,-0.66010562313204
2640,-14.4121445345986
2650,9.73993332574537
2652,-10.51086296321
2654,11.1055127102454
2656,9.02996110124059
2657,27.1467436258836
2658,-10.3535531818388
2659,-9.23182524866843
2662,-21.7049783682378
