EUR_o..Mstb.,Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Operator,County,Completion.Year,Surface.Latitude,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Other..Gals.,Top_Zone,Deepest_Zone,Type,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size,BEND..KHW.
40.2,0,3500,190946,54558,136330,47.2149192475855,45.0003683905377,2003,31.65753,44.4812271666837,39.9132468291517,40.7605692326044,3,0,45.6894734043355,41.0841740484749,46.2993373360375,6825,45.6145114608116,46.4885978294857,44.2500420302041,35.3283279841421,10605.62
39.05038257,0,5000,206390,23277.5,0,47.2149192475855,45.0003683905377,2003,31.71566,48.5997313820817,39.9132468291517,36.3453506504094,3,0,39.4022307057895,41.0841740484749,49.8269617466667,6832,43.0317844528804,46.4885976159864,44.2500420302041,35.3283278094681,10565.34
51.856,334900,0,334900,334900,553020,48.1210657990625,45.0003683905377,2004,31.95401,39.3953253532759,47.6641071277034,36.3453506504094,1,0,39.4022307057895,41.0841740484749,46.2993373360375,6821,57.459789077293,46.4885978294857,42.7476533000598,41.9603520286374,10275.69
22.156,247212,0,247212,247212,265000,48.1210657990625,45.0003683905377,2003,31.70024,44.1646661294716,47.6641071277034,36.3453506504094,1,0,39.4022307057895,41.0841740484749,46.2993373360375,6155,35.81895018376,46.4885978294857,44.0388700826964,35.1847974316716,10056.55
45.276,0,5000,201636,23277.5,0,47.2149192475855,45.0003683905377,2003,31.69134,43.4336303913043,39.9132468291517,40.7605692326044,3,0,45.6894734043355,41.0841740484749,41.8548677471605,6839,43.0317844528804,46.4885975791213,44.2500420302041,35.328327784898,10590.94
57.8056949,0,5000,212551,58044,135080,47.2149192475855,45.0003683905377,2003,31.66554,44.4812271666837,39.9132468291517,40.7605692326044,3,0,45.6894734043355,41.0841740484749,46.2993373360375,6816,45.6145114608116,46.4885978294857,45.4645245156819,35.3283279841421,10599.31
29.45106486,0,5000,203685,23277.5,0,47.2149192475855,45.0003683905377,2003,31.65428,44.1646661294716,39.9132468291517,40.7605692326044,3,0,45.6894734043355,41.0841740484749,41.8548677471605,6624,43.0317844528804,46.4885976152724,44.2500420302041,34.2837860331796,10455.57
24.156,0,3500,153212,23277.5,0,47.2149192475855,45.0003683905377,2003,31.67106,44.1646661294716,39.9132468291517,45.572731767735,2,0,49.8051695977933,41.0841740484749,41.8548677471605,7410,43.0317844528804,46.2411562432857,37.446070756,35.1971524611306,10511.71
37.97570526,0,5000,203529,53096,135990,47.2149192475855,45.0003683905377,2003,31.71988,44.1646661294716,41.1683860955319,40.7605692326044,3,0,45.6894734043355,41.0841740484749,46.2993373360375,6815,45.6145114608116,46.4885978294857,44.5021131189552,35.3283279841421,10553.93
42.256,0,5000,203996,23277.5,0,47.2149192475855,45.0003683905377,2003,31.65389,44.1646661294716,39.9132468291517,40.7605692326044,3,0,45.6894734043355,41.0841740484749,41.8548677471605,6504,43.0317844528804,46.4885976064501,44.2500420302041,35.3283278146495,10383.75
55.65707668,0,5000,188309,50358,124630,47.2149192475855,45.0003683905377,2003,31.71259,48.5997313820817,39.9132468291517,36.3453506504094,3,0,39.4022307057895,41.0841740484749,46.2993373360375,6826,45.6145114608116,46.4885978294857,45.1642650813687,35.3283279841421,10560.65
40.04565233,0,5000,194252,23277.5,0,47.2149192475855,45.0003683905377,2003,31.71139,44.4812271666837,41.1683860955319,36.3453506504094,3,0,39.4022307057895,41.0841740484749,41.8548677471605,6806,43.0317844528804,46.4885976160071,44.2500420302041,35.3283278089532,10544.29
54.56512178,0,5000,200787,23277.5,0,47.2149192475855,45.0003683905377,2003,31.70902,48.5997313820817,39.9132468291517,36.3453506504094,3,0,39.4022307057895,41.0841740484749,41.8548677471605,6816,43.0317844528804,46.4885975590897,44.2500420302041,35.3283277707528,10560.28
38.49591628,0,0,317478,317478,384990,48.1210657990625,45.0003683905377,2004,31.7163,44.4812271666837,41.1683860955319,40.7605692326044,1,0,45.6894734043355,41.0841740484749,46.2993373360375,6155,45.6145114608116,46.4885978294857,56.36743087,33.5527180270461,10032.39
51.73461391,0,5000,188918,54138,131493,47.2149192475855,45.0003683905377,2004,31.65926,44.4812271666837,39.9132468291517,40.7605692326044,3,0,45.6894734043355,41.0841740484749,46.2993373360375,6748,45.6145114608116,46.4885978294857,44.3482686064263,35.3283279841421,10553.94
28.60094527,0,10500,280797,53970,133448,47.2149192475855,45.0003683905377,2005,31.67149,44.1646661294716,41.1683860955319,40.7605692326044,4,0,45.6894734043355,41.0841740484749,46.2993373360375,6386,45.6145114608116,46.4885978294857,45.2418294732812,35.3283279841421,10269.29
39.1412402,398454,0,398454,398454,521740,48.1210657990625,45.0003683905377,2005,31.77613,44.1646661294716,47.6641071277034,36.3453506504094,1,0,39.4022307057895,41.0841740484749,46.2993373360375,5802,57.459789077293,46.4885978294857,36.9588168142941,35.3283279841421,10216.97
42.264,383200,0,383200,131800,49250,32.2985667405982,45.0003683905377,2006,31.65334,48.5997313820817,39.9132468291517,36.3453506504094,2,0,39.4022307057895,41.0841740484749,46.2993373360375,7641,35.81895018376,46.4885978294857,36.9588168142941,35.3283279841421,10127.76
12.48,383200,0,383200,251400,51200,32.2985667405982,45.0003683905377,2006,31.70647,44.4812271666837,39.9132468291517,36.3453506504094,2,0,39.4022307057895,41.0841740484749,46.2993373360375,6311,35.81895018376,46.4885978294857,38.3946808922895,35.3283279841421,10205.13
18.55149194,497600,0,497600,252900,99750,32.2985667405982,45.0003683905377,2006,31.71755,44.1646661294716,39.9132468291517,40.7605692326044,2,0,45.6894734043355,41.0841740484749,46.2993373360375,7411,35.81895018376,46.4885978294857,37.8468422715884,35.3283279841421,10160.27
39.468,497600,0,497600,252900,99750,32.2985667405982,45.0003683905377,2006,31.70983,44.1646661294716,39.9132468291517,40.7605692326044,2,0,45.6894734043355,41.0841740484749,46.2993373360375,7356,35.81895018376,46.4885978294857,36.9588168142941,35.3283279841421,10112.72
12.164,383600,0,383600,251600,51350,32.2985667405982,45.0003683905377,2006,31.70857,44.4812271666837,47.6641071277034,36.3453506504094,2,0,39.4022307057895,41.0841740484749,46.2993373360375,6275,35.81895018376,46.4885978294857,36.9588168142941,12.164,10177.76
10.876,374500,0,374500,167700,58975,32.2985667405982,45.0003683905377,2006,31.69948,44.4812271666837,47.6641071277034,36.3453506504094,2,0,39.4022307057895,41.0841740484749,46.2993373360375,7453,35.81895018376,46.4885978294857,37.8299489985793,35.3283279841421,10208.98
30.20941884,0,15750,440534,73425,18182,32.2985667405982,45.0003683905377,2006,31.75812,44.1646661294716,39.9132468291517,40.7605692326044,6,0,45.6894734043355,41.0841740484749,46.2993373360375,8913,46.9919495209192,46.4885978294857,41.4298297250183,35.3283279841421,10545.02
31.73182787,0,14250,374212,23277.5,0,32.2985667405982,45.0003683905377,2006,31.76793,48.5997313820817,39.9132468291517,40.7605692326044,5,0,45.6894734043355,41.0841740484749,41.8548677471605,6923,43.0317844528804,45.2635228457144,44.3655911597839,33.4977671314159,10532.01
29.40701198,0,17250,493325,78753,16847,32.2985667405982,45.0003683905377,2006,31.77755,44.1646661294716,39.9132468291517,40.7605692326044,7,0,45.6894734043355,41.0841740484749,46.2993373360375,9252,46.9919495209192,46.4885978294857,43.1232511107423,35.3283279841421,10520.65
19.20842649,0,9750,326653,55157,128358,32.2985667405982,45.0003683905377,2007,31.74807,48.5997313820817,39.9132468291517,36.3453506504094,5,0,39.4022307057895,41.0841740484749,46.2993373360375,6857,45.6145114608116,46.4885978294857,41.395390352003,35.3283279841421,10562.89
14.8,0,9750,358519,66985,17637,32.2985667405982,45.0003683905377,2006,31.74469,48.5997313820817,39.9132468291517,36.3453506504094,5,0,39.4022307057895,41.0841740484749,46.2993373360375,8956,46.9919495209192,46.4885978294857,42.6266005725498,35.3283279841421,10555.15
23.14,0,12750,446731,51612,133871,32.2985667405982,45.0003683905377,2006,31.72326,44.1646661294716,39.9132468291517,40.7605692326044,6,0,45.6894734043355,41.0841740484749,46.2993373360375,6928,45.6145114608116,46.4885978294857,41.0245240109059,35.3283279841421,10611.98
18.328,0,10750,279747,58616,158996,32.2985667405982,45.0003683905377,2007,31.72145,45.0217274322983,41.6188894347428,40.4855503116667,4,0,47.142803834728,41.0841740484749,46.2993373360375,8424,45.6145114608116,46.4885978294857,37.446070756,35.3283279841421,10641.31
13.684,0,3000,153212,77554.6958273199,18170,32.2985667405982,45.0003683905377,2007,31.71903,44.1646661294716,39.9132468291517,36.3453506504094,5,0,39.4022307057895,41.0841740484749,46.2993373360375,9556,44.487706756482,46.4885978294857,41.3935542374994,35.3283279841421,10620.47
55.3862174,241752,0,241752,241752,61500,32.2985667405982,45.0003683905377,2006,31.65737,44.1646661294716,39.9132468291517,36.3453506504094,1,0,39.4022307057895,41.0841740484749,46.2993373360375,6272,35.81895018376,46.4885978294857,36.9588168142941,35.3283279841421,10211.43
31.07150317,273756,0,273756,74004,108332,47.2149192475855,45.0003683905377,2007,31.70227,44.4812271666837,41.1683860955319,40.7605692326044,4,0,45.6894734043355,41.0841740484749,46.2993373360375,8400,57.459789077293,46.4885978294857,43.492967091865,37.2589540283566,10412.86
46.04231632,244692,0,244692,98658,135248,47.2149192475855,45.0003683905377,2006,31.69705,44.4812271666837,39.9132468291517,40.7605692326044,3,0,45.6894734043355,41.0841740484749,46.2993373360375,8190,57.459789077293,46.4885978294857,42.0223143599083,35.5181260665085,10369.86
13.624,0,14250,426297,45604,134736,32.2985667405982,45.0003683905377,2007,31.73249,44.1646661294716,39.9132468291517,40.7605692326044,6,0,45.6894734043355,41.0841740484749,46.2993373360375,6876,45.6145114608116,46.4885978294857,39.9292196668751,35.3283279841421,10570.53
20.67705873,0,14250,400174,51540,146540,32.2985667405982,45.0003683905377,2007,31.74408,44.4812271666837,39.9132468291517,36.3453506504094,6,0,39.4022307057895,41.0841740484749,46.2993373360375,6864,45.6145114608116,46.4885978294857,37.446070756,35.3283279841421,10541.32
30.18,353400,0,353400,128000,61500,32.2985667405982,45.0003683905377,2006,31.65592,48.5997313820817,39.9132468291517,36.3453506504094,2,0,39.4022307057895,41.0841740484749,46.2993373360375,7659,35.81895018376,46.4885978294857,36.9588168142941,35.3283279841421,10132.91
12.671,0,11250,361845,47343,125270,32.2985667405982,45.0003683905377,2007,31.72402,48.5997313820817,39.9132468291517,36.3453506504094,5,0,39.4022307057895,41.0841740484749,46.2993373360375,6869,45.6145114608116,46.4885978294857,37.446070756,35.3283279841421,10575.36
6.904,0,12000,273394,140345,84000,47.2149192475855,45.0003683905377,2007,31.73191,48.5997313820817,47.6641071277034,45.572731767735,3,0,49.8051695977933,41.0841740484749,46.2993373360375,7525,45.6145114608116,46.4885978294857,45.439617310937,35.3283279841421,10276.44
45.27229149,649698,0,649698,649698,802700,48.1210657990625,45.0003683905377,2007,31.96402,48.5997313820817,47.6641071277034,64.6750664149306,1,0,45.6894734043355,59.5113455050573,46.2993373360375,6862,57.459789077293,46.4885978294857,44.6676144578147,45.409331211993,10290.82
44.02376458,546126,0,546126,447238.900411936,50000,48.1210657990625,45.0003683905377,2007,31.95298,44.1646661294716,47.6641071277034,64.6750664149306,4,0,45.6894734043355,59.5113455050573,46.2993373360375,6878,47.879732759879,46.4885978294857,44.5664912236439,57.173005918,10287.07
25.31341516,0,13750,329397,52237,155100,47.2149192475855,45.0003683905377,2007,31.73285,48.5997313820817,47.6641071277034,40.4855503116667,5,0,47.142803834728,41.0841740484749,46.2993373360375,7973,45.6145114608116,46.4885978294857,37.446070756,35.3283279841421,10264.08
42.268,0,21000,768058,146666,117244,47.2149192475855,45.0003683905377,2007,31.97911,44.4812271666837,53.6855631306289,40.4855503116667,5,0,47.142803834728,41.0841740484749,46.2993373360375,8277,46.9919495209192,46.4885978294857,47.5332833886572,35.3283279841421,10145.22
15.424,366450,0,366450,124698,61500,32.2985667405982,45.0003683905377,2007,31.66779,44.4812271666837,47.6641071277034,36.3453506504094,2,0,39.4022307057895,41.0841740484749,46.2993373360375,7689,57.459789077293,46.4885978294857,38.1392032832674,35.3283279841421,10164.06
34.88893209,365484,0,365484,123732,61500,32.2985667405982,45.0003683905377,2007,31.77384,43.4336303913043,39.9132468291517,36.3453506504094,2,0,39.4022307057895,41.0841740484749,46.2993373360375,8193,57.459789077293,46.4885978294857,40.6852116715397,35.3283279841421,10506.85
20.11541731,0,9520,602308,89690,141700,36.0978431057576,45.0003683905377,2007,31.74921,48.5997313820817,59.7140833134848,40.7605692326044,4,0,45.6894734043355,41.0841740484749,46.2993373360375,8142,46.9919495209192,46.4885978294857,48.7225007616148,35.3283279841421,10290.86
20.072,0,0,633108,189756,199000,36.0978431057576,45.0003683905377,2007,31.74169,44.1646661294716,59.7140833134848,40.7605692326044,4,0,45.6894734043355,41.0841740484749,46.2993373360375,6477,46.9919495209192,46.4885978294857,20.072,20.072,10283.24
12.64935437,0,10750,256538,57767,165641,47.2149192475855,45.0003683905377,2007,31.72677,44.4812271666837,39.9132468291517,40.4855503116667,4,0,47.142803834728,41.0841740484749,46.2993373360375,7943,45.6145114608116,46.4885978294857,37.446070756,35.3283279841421,10248.51
20.7,536943,4000,540943,341928,4e+05,36.0978431057576,45.0003683905377,2007,31.75205,44.1646661294716,59.7140833134848,40.7605692326044,3,0,45.6894734043355,41.0841740484749,46.2993373360375,8288,57.459789077293,46.4885978294857,42.7681532518808,35.3283279841421,10317.45
17.63959573,0,14250,417479,47393,138461,32.2985667405982,45.0003683905377,2008,31.76536,44.1646661294716,39.9132468291517,36.3453506504094,6,0,39.4022307057895,41.0841740484749,46.2993373360375,6911,45.6145114608116,46.4885978294857,40.8956823905057,35.3283279841421,10552.91
28.09232775,0,8250,494881,46429,182011,32.2985667405982,45.0003683905377,2007,31.71962,44.1646661294716,39.9132468291517,40.7605692326044,5,0,45.6894734043355,41.0841740484749,46.2993373360375,6990,45.6145114608116,46.4885978294857,37.446070756,35.3283279841421,10650.8
22.11157295,258392,0,258392,174688,214875,32.2985667405982,45.0003683905377,2008,31.65722,44.1646661294716,47.6641071277034,40.7605692326044,2,0,45.6894734043355,41.0841740484749,46.2993373360375,7672,35.81895018376,46.4885978294857,36.9588168142941,35.3283279841421,10163.42
10.56,0,16500,468007,72210,183837,32.2985667405982,45.0003683905377,2007,31.72807,44.1646661294716,39.9132468291517,36.3453506504094,5,0,39.4022307057895,41.0841740484749,46.2993373360375,6900,45.6145114608116,46.4885978294857,39.7251249028577,35.3283279841421,10588.7
40.092,616476,0,616476,616476,799820,48.1210657990625,45.0003683905377,2007,31.85385,44.4812271666837,53.6855631306289,61.6758257891667,1,0,39.4022307057895,59.5113455050573,46.2993373360375,6606,57.459789077293,46.4885978294857,44.2500420302041,42.0441563473685,10346.13
8.086191594,0,14250,383661,52601,140817,32.2985667405982,45.0003683905377,2008,31.72585,44.1646661294716,39.9132468291517,40.7605692326044,6,0,45.6894734043355,41.0841740484749,46.2993373360375,6982,45.6145114608116,46.4885978294857,42.5890858186572,35.3283279841421,10626.84
8.808,0,14250,398382,48792,140167,32.2985667405982,45.0003683905377,2008,31.71945,44.1646661294716,39.9132468291517,40.7605692326044,6,0,45.6894734043355,41.0841740484749,46.2993373360375,6920,45.6145114608116,46.4885978294857,40.6623544348089,35.3283279841421,10588.53
24.40562809,0,17000,501369,44767,130834,32.2985667405982,45.0003683905377,2008,31.76379,48.5997313820817,39.9132468291517,36.3453506504094,6,0,39.4022307057895,41.0841740484749,46.2993373360375,6934,45.6145114608116,46.4885978294857,43.4403370463568,24.40562809,10556.48
42.25256061,0,15100,483344,53706,133719,32.2985667405982,45.0003683905377,2008,31.76703,48.5997313820817,39.9132468291517,36.3453506504094,6,0,39.4022307057895,41.0841740484749,46.2993373360375,6931,45.6145114608116,46.4885978294857,40.7261363800081,35.3283279841421,10542.75
21.94799122,0,19000,571036,46609,130467,47.2149192475855,45.0003683905377,2008,31.97212,48.5997313820817,53.6855631306289,36.3453506504094,7,0,39.4022307057895,41.0841740484749,46.2993373360375,6427,45.6145114608116,46.4885978294857,46.9959996233005,35.3283279841421,10120.27
9.735,0,14250,417946,53626,133680,32.2985667405982,45.0003683905377,2008,31.71701,45.452190264876,40.3070551448171,40.7605692326044,6,0,45.6894734043355,41.0841740484749,46.2993373360375,6974,45.6145114608116,46.4885978294857,44.074601161266,35.3283279841421,10649.17
11.934,0,14250,466207,48842,142580,32.2985667405982,45.0003683905377,2008,31.7278,48.5997313820817,39.9132468291517,40.7605692326044,6,0,45.6894734043355,41.0841740484749,46.2993373360375,6875,45.6145114608116,46.4885978294857,40.5375334848337,35.3283279841421,10568.3
49.36,15848,0,153212,23277.5,902460,48.1210657990625,45.0003683905377,2007,31.96851,44.1646661294716,47.6641071277034,40.7605692326044,1,0,45.6894734043355,41.0841740484749,46.2993373360375,6875,35.81895018376,46.4885978294857,46.3095384368665,38.2198841139306,10282.61
25.04,0,17250,374326,46629,136241,47.2149192475855,45.0003683905377,2008,31.71347,44.4812271666837,39.9132468291517,40.7605692326044,6,0,45.6894734043355,41.0841740484749,46.2993373360375,6451,45.6145114608116,46.4885978294857,46.4614845419392,35.3283279841421,10282.93
48.844,0,5250,178166,47820,135304,47.2149192475855,45.0003683905377,2008,31.81536,43.4336303913043,41.1683860955319,40.7605692326044,3,0,45.6894734043355,41.0841740484749,46.2993373360375,6914,45.6145114608116,46.4885978294857,45.6074719764366,35.3283279841421,10468.94
25.376,0,7500,229228,49643,137039,47.2149192475855,45.0003683905377,2008,31.79785,48.5997313820817,47.6641071277034,36.3453506504094,4,0,39.4022307057895,41.0841740484749,46.2993373360375,6525,45.6145114608116,46.4885978294857,45.859373095866,35.3283279841421,10334.67
