EUR_o..Mstb.,Acid..Gals.,Fluid.Amount,Propping.Agent.Amount,Operator,County,Between_Zone,Frac.Stages,Top_Zone,Depth.Top,BEND..KHW.
40.2,3500,54558,136330,47.2149192475855,45.0003683905377,40.7605692326044,3,45.6894734043355,6825,10605.62
39.05038257,5000,23277.5,0,47.2149192475855,45.0003683905377,36.3453506504094,3,39.4022307057895,6832,10565.34
51.856,0,334900,553020,48.1210657990625,45.0003683905377,36.3453506504094,1,39.4022307057895,6821,10275.69
22.156,0,247212,265000,48.1210657990625,45.0003683905377,36.3453506504094,1,39.4022307057895,6155,10056.55
45.276,5000,23277.5,0,47.2149192475855,45.0003683905377,40.7605692326044,3,45.6894734043355,6839,10590.94
57.8056949,5000,58044,135080,47.2149192475855,45.0003683905377,40.7605692326044,3,45.6894734043355,6816,10599.31
29.45106486,5000,23277.5,0,47.2149192475855,45.0003683905377,40.7605692326044,3,45.6894734043355,6624,10455.57
24.156,3500,23277.5,0,47.2149192475855,45.0003683905377,45.572731767735,2,49.8051695977933,7410,10511.71
37.97570526,5000,53096,135990,47.2149192475855,45.0003683905377,40.7605692326044,3,45.6894734043355,6815,10553.93
42.256,5000,23277.5,0,47.2149192475855,45.0003683905377,40.7605692326044,3,45.6894734043355,6504,10383.75
55.65707668,5000,50358,124630,47.2149192475855,45.0003683905377,36.3453506504094,3,39.4022307057895,6826,10560.65
40.04565233,5000,23277.5,0,47.2149192475855,45.0003683905377,36.3453506504094,3,39.4022307057895,6806,10544.29
54.56512178,5000,23277.5,0,47.2149192475855,45.0003683905377,36.3453506504094,3,39.4022307057895,6816,10560.28
38.49591628,0,317478,384990,48.1210657990625,45.0003683905377,40.7605692326044,1,45.6894734043355,6155,10032.39
51.73461391,5000,54138,131493,47.2149192475855,45.0003683905377,40.7605692326044,3,45.6894734043355,6748,10553.94
28.60094527,10500,53970,133448,47.2149192475855,45.0003683905377,40.7605692326044,4,45.6894734043355,6386,10269.29
39.1412402,0,398454,521740,48.1210657990625,45.0003683905377,36.3453506504094,1,39.4022307057895,5802,10216.97
42.264,0,131800,49250,32.2985667405982,45.0003683905377,36.3453506504094,2,39.4022307057895,7641,10127.76
12.48,0,251400,51200,32.2985667405982,45.0003683905377,36.3453506504094,2,39.4022307057895,6311,10205.13
18.55149194,0,252900,99750,32.2985667405982,45.0003683905377,40.7605692326044,2,45.6894734043355,7411,10160.27
39.468,0,252900,99750,32.2985667405982,45.0003683905377,40.7605692326044,2,45.6894734043355,7356,10112.72
12.164,0,251600,51350,32.2985667405982,45.0003683905377,36.3453506504094,2,39.4022307057895,6275,10177.76
10.876,0,167700,58975,32.2985667405982,45.0003683905377,36.3453506504094,2,39.4022307057895,7453,10208.98
30.20941884,15750,73425,18182,32.2985667405982,45.0003683905377,40.7605692326044,6,45.6894734043355,8913,10545.02
31.73182787,14250,23277.5,0,32.2985667405982,45.0003683905377,40.7605692326044,5,45.6894734043355,6923,10532.01
29.40701198,17250,78753,16847,32.2985667405982,45.0003683905377,40.7605692326044,7,45.6894734043355,9252,10520.65
19.20842649,9750,55157,128358,32.2985667405982,45.0003683905377,36.3453506504094,5,39.4022307057895,6857,10562.89
14.8,9750,66985,17637,32.2985667405982,45.0003683905377,36.3453506504094,5,39.4022307057895,8956,10555.15
23.14,12750,51612,133871,32.2985667405982,45.0003683905377,40.7605692326044,6,45.6894734043355,6928,10611.98
18.328,10750,58616,158996,32.2985667405982,45.0003683905377,40.4855503116667,4,47.142803834728,8424,10641.31
13.684,3000,77554.6958273199,18170,32.2985667405982,45.0003683905377,36.3453506504094,5,39.4022307057895,9556,10620.47
55.3862174,0,241752,61500,32.2985667405982,45.0003683905377,36.3453506504094,1,39.4022307057895,6272,10211.43
31.07150317,0,74004,108332,47.2149192475855,45.0003683905377,40.7605692326044,4,45.6894734043355,8400,10412.86
46.04231632,0,98658,135248,47.2149192475855,45.0003683905377,40.7605692326044,3,45.6894734043355,8190,10369.86
13.624,14250,45604,134736,32.2985667405982,45.0003683905377,40.7605692326044,6,45.6894734043355,6876,10570.53
20.67705873,14250,51540,146540,32.2985667405982,45.0003683905377,36.3453506504094,6,39.4022307057895,6864,10541.32
30.18,0,128000,61500,32.2985667405982,45.0003683905377,36.3453506504094,2,39.4022307057895,7659,10132.91
12.671,11250,47343,125270,32.2985667405982,45.0003683905377,36.3453506504094,5,39.4022307057895,6869,10575.36
6.904,12000,140345,84000,47.2149192475855,45.0003683905377,45.572731767735,3,49.8051695977933,7525,10276.44
45.27229149,0,649698,802700,48.1210657990625,45.0003683905377,64.6750664149306,1,45.6894734043355,6862,10290.82
44.02376458,0,447238.900411936,50000,48.1210657990625,45.0003683905377,64.6750664149306,4,45.6894734043355,6878,10287.07
25.31341516,13750,52237,155100,47.2149192475855,45.0003683905377,40.4855503116667,5,47.142803834728,7973,10264.08
42.268,21000,146666,117244,47.2149192475855,45.0003683905377,40.4855503116667,5,47.142803834728,8277,10145.22
15.424,0,124698,61500,32.2985667405982,45.0003683905377,36.3453506504094,2,39.4022307057895,7689,10164.06
34.88893209,0,123732,61500,32.2985667405982,45.0003683905377,36.3453506504094,2,39.4022307057895,8193,10506.85
20.11541731,9520,89690,141700,36.0978431057576,45.0003683905377,40.7605692326044,4,45.6894734043355,8142,10290.86
20.072,0,189756,199000,36.0978431057576,45.0003683905377,40.7605692326044,4,45.6894734043355,6477,10283.24
12.64935437,10750,57767,165641,47.2149192475855,45.0003683905377,40.4855503116667,4,47.142803834728,7943,10248.51
20.7,4000,341928,4e+05,36.0978431057576,45.0003683905377,40.7605692326044,3,45.6894734043355,8288,10317.45
17.63959573,14250,47393,138461,32.2985667405982,45.0003683905377,36.3453506504094,6,39.4022307057895,6911,10552.91
28.09232775,8250,46429,182011,32.2985667405982,45.0003683905377,40.7605692326044,5,45.6894734043355,6990,10650.8
22.11157295,0,174688,214875,32.2985667405982,45.0003683905377,40.7605692326044,2,45.6894734043355,7672,10163.42
10.56,16500,72210,183837,32.2985667405982,45.0003683905377,36.3453506504094,5,39.4022307057895,6900,10588.7
40.092,0,616476,799820,48.1210657990625,45.0003683905377,61.6758257891667,1,39.4022307057895,6606,10346.13
8.086191594,14250,52601,140817,32.2985667405982,45.0003683905377,40.7605692326044,6,45.6894734043355,6982,10626.84
8.808,14250,48792,140167,32.2985667405982,45.0003683905377,40.7605692326044,6,45.6894734043355,6920,10588.53
24.40562809,17000,44767,130834,32.2985667405982,45.0003683905377,36.3453506504094,6,39.4022307057895,6934,10556.48
42.25256061,15100,53706,133719,32.2985667405982,45.0003683905377,36.3453506504094,6,39.4022307057895,6931,10542.75
21.94799122,19000,46609,130467,47.2149192475855,45.0003683905377,36.3453506504094,7,39.4022307057895,6427,10120.27
9.735,14250,53626,133680,32.2985667405982,45.0003683905377,40.7605692326044,6,45.6894734043355,6974,10649.17
11.934,14250,48842,142580,32.2985667405982,45.0003683905377,40.7605692326044,6,45.6894734043355,6875,10568.3
49.36,0,23277.5,902460,48.1210657990625,45.0003683905377,40.7605692326044,1,45.6894734043355,6875,10282.61
25.04,17250,46629,136241,47.2149192475855,45.0003683905377,40.7605692326044,6,45.6894734043355,6451,10282.93
