actual,predicted
39.05038257,36.8624785949108
37.97570526,39.2662843533218
42.256,38.0536158744678
51.73461391,38.3047895813462
30.20941884,30.2530248330017
23.14,31.0308202160546
20.67705873,28.730764092193
30.18,27.1912622983809
44.02376458,53.9509141591666
15.424,28.7996730518615
34.88893209,27.8142252623183
12.64935437,39.2016202768008
20.7,39.0451280797093
24.40562809,25.9551599191545
21.94799122,45.0043650189316
9.735,30.3295324096006
24.14,48.195865373075
66.2739258,38.3964032098695
32.076,38.2557009594791
15.55114674,37.0747103547858
14.11666124,47.1084414244914
62.13588059,45.6864058746021
27.776,47.181441560096
55.332,56.1501401091743
39.94539112,43.6769412003093
69.756,59.8691469870093
34.512,54.6596491508079
26.556,39.9661287860881
49.828,69.464714688485
47.484,43.6293297668855
28.372,62.9781665217084
41.77,44.0739951623653
37.35049321,64.8306587255743
61.80434803,50.8836882601229
53.116,38.5651222392372
23.642,67.9431451272346
23.042,73.5236782122526
98.23186666,102.713320631549
41.86032034,71.2060595376821
95.636,48.6322649351637
56.668,39.6104104812993
23.312,33.8739925943589
36.824,37.3344193144899
21.352,33.9146053128613
19.268,35.2252493009517
25.364,72.3085950840466
28.784,29.7387143388673
46.584,63.2433531817048
16.16,38.6084102712699
152.468,105.051858951843
26.888,31.1195804632811
17.936,94.8397717710705
23.62,36.7447699600396
26.516,35.5240977737181
32.736,35.6911441442796
97.304,103.074746419302
35.636,68.1837400423861
88.32861051,40.8348183370907
46.308,65.3947583218428
109.128,55.5039009203815
29.81065115,36.4873415315059
46.9,36.5005532261683
29.872,37.0878622790185
60.20299007,82.2384139112676
85.224,69.0307510603272
27.888,63.6783839846393
5.964764826,14.0801880238113
29.444,32.6210440018187
38.444,72.8952186726841
19.624,52.1156035388637
39.168,45.0270290668472
49.112,71.9008665520031
44.632,69.7940743283893
57.912,27.1673915850354
61.836,50.94661319426
79.94,71.1793927709531
32.164,36.9568182127473
19.74,36.3039323252923
50.388,73.5717715790188
15.464,37.0211696898395
44.73512294,55.7453472304784
58.692,38.1773074997416
20.776,47.9840090849764
26.6,46.2931745348707
67.44403123,43.3569950555718
21.264,77.6537026292329
51.748,86.5704918874916
39.964,41.7265145004136
107.336,63.4592048951413
37.41851414,42.5694787309828
42.6041591,41.2912111950163
21.75125213,45.2120828148653
72.61706848,39.2597776758165
35.397,43.5468082856808
35.86682289,43.1312469640638
53.48724843,39.7677735929984
59.14113065,53.6604240403331
42.39503173,42.563956979616
48.98034099,38.4902767869283
42.128,37.5845121907258
62.932,47.3146349567258
52.728,39.2215398805589
55.27195048,44.3110638827169
15.893,40.6034877836226
34.02,40.6039232281389
19.84023768,43.2542863253207
32.21359276,44.9022407848551
40.888,40.5166019421301
53.92,43.1408949657309
46.21327329,41.5670487066414
49.79286603,43.4868852507078
20.972,44.8116882048127
62.18847305,42.1876148348965
29.356,41.4935865656132
45.38,42.8782904913458
46.744,38.2235899962419
39.228,40.8568595325087
27.604,39.3522792484765
36.296,39.7095112370507
31.67528813,42.2354883718733
41.116,40.8710489567153
59.83319228,40.43567893288
9.608,23.8213143731824
60.292,48.0568016930015
50.42609975,41.8449563873775
34.484,39.2719146623728
67.268,42.8903211841945
80.32913438,39.1933305153197
31.45750307,45.4296810042401
28.392,43.5648431325559
47.89992016,42.2850159031509
23.763,41.629466567039
58.35472283,44.5764741463421
31.02059944,40.437538591425
31.516,39.3867226833412
25.503,41.595545364363
32.084,43.9303763831687
39.632,40.827220338591
45.37418401,45.7306850317097
20.608,40.5469578229062
33.376,45.1901210518078
58.17200944,41.903975652417
40.98067921,38.5702828009513
27.688,44.9294127234525
45.952,46.7615692938868
38.44772302,43.2614549148564
48.332,41.4265717218279
65.47404336,44.153581637408
41.716,43.0099650782727
28.53084338,42.5259797166054
17.388,43.0172979116129
46.11910418,44.5109434948716
42.732,42.4471836410311
49.55407614,45.5753663906565
59.04,47.6355719835964
25.23054799,39.751479428568
31.136,40.0213404054785
43.964,48.882708324176
33.832,41.6473575185039
41.82115739,47.3982942189228
32.128,49.3028065898966
43.372,46.8808931563493
42.156,47.2310926679431
55.664,46.8778272323239
58.856,47.3064809891881
17.98007424,40.8800695735575
34.48,45.2602683750127
39.184,43.8534396497237
33.2316135,45.0263872006569
40.26411279,42.8932739892073
28.836,46.3693950877213
52.692,44.2674898528212
71.968,43.7237429004275
48.14260508,54.2552703177506
82.8613699,52.2626687394491
48.112,47.1648270585628
41.71620714,48.9297988724229
27.264,30.2829400940356
102.2865487,46.0564970600391
36.708,43.1269462996986
65.28148434,56.7852442021948
33.67536258,44.3908362324242
38.603443,42.3773657471997
35.6,41.4629871315285
18.192,37.6901205282354
35.52561313,30.1959220020236
55.72469755,48.5408604852277
32.612,47.7627051459527
29.7,46.7649318004283
28.148,51.9480377414979
42.448,43.2606695148973
16.99490709,41.7678133600775
30.68,49.2007839304209
38.48073554,30.7083861370968
38.15611142,42.2328321889908
24.856,30.1950140430758
41.824,46.613123074029
59.852,57.4671390256208
29.731,53.9305225942508
34.504,40.4606544405749
21.632,48.1977677747733
31.68,32.0874835312536
15.08381372,30.9982220642954
29.752,31.8583226854719
30.86,30.0622159047183
28.252,33.4096271915559
55.82033012,30.9097347747987
11.38,30.5328323685446
47.458,35.189181994838
32.66,32.8774990872681
40.388,32.9482196306524
13.39959831,29.0625715530903
28.04,23.5033785091239
11.7,27.4866162400664
61.028,50.4073757478962
27.54,37.7024347356082
42.5222477,45.4774695810048
79.56669217,46.3090903491073
31.08,31.2278885254323
22.104,41.9156888178054
42.016,52.6967214037405
72.36,63.6226061746921
41.076,43.4858767362763
45.164,53.0019968226384
45.956,57.9084227103838
72.46,61.3442533205664
78.22,53.6854613739618
72.924,85.5665861934263
45.344,58.5413766537506
45.344,66.3034109241226
87.176,63.3162946175001
57.41172984,42.4864930723373
5.434086014,30.2971728570934
94.484,66.3683144024843
76.81494263,66.3114687937604
82.656,60.3883122344569
76.504,61.2118860284813
76.292,79.152806074117
24.024,30.3225521767894
55.472,77.5707541854142
60.876,80.2334552085147
68.996,64.2759469807515
23.3,38.8781205099337
51.354,93.9613392019843
73.992,59.7849711993923
28.744,70.2860255687348
8.604,39.7414000065866
14.964,35.0856936524563
90.7,56.775942035206
0.7,38.63733571769
36.508,79.0006670952034
36.408,68.7386124396764
73.48365573,48.0611985712142
23.404,55.3234363722415
52.05450267,61.3851190387048
36.676,46.9613995405369
56.468,68.9061537744882
83.38,87.732781904392
70.3,71.0487408932569
89.508,102.88876481153
84.592,105.921298823846
56.772,75.4566110713041
67.568,88.3198142453451
48.14,63.7951160760107
67.14,86.900013324303
58.508,58.7571183877629
47.492,71.2253741629451
5.604,23.3223964896758
133.616,75.3995424342014
166.34,104.312724295767
89.104,56.3236985576195
70.092,79.354985315574
70.06,79.4223946237485
76.764,82.8461574288857
159.2121528,128.329572443577
26.152,39.8542031940926
38.48,36.6822201462296
48.13532361,30.4840529709941
33.27003426,27.90157079466
17.685,28.0528323470453
21.03030391,28.5117026964519
41.02,27.8556961617123
21.976,36.9280808469254
36.91160307,26.8789910237829
34.89567384,28.0282766213861
25.408,27.7399406496319
29.19716485,28.7745298901709
24.501905,36.1300830908585
26.95602748,28.8655961674529
44.124,36.3314040939964
42.688,38.2856024997119
49.95212264,26.722789858952
11.52,25.2797057024404
44.38544029,25.4342222602393
32.644,36.3426449366485
39.388,38.4455747437068
57.10141561,37.01705816036
40.932,36.7711414994485
33.608,37.0819865690634
34.904,37.4450714964631
29.856,27.8278175068574
25.4,27.9044551289582
18.52846714,29.069891548093
45.8702266,36.8578756688912
43.07231771,36.6469953880726
32.59924597,36.6644883093617
29.992,28.473785179129
15.47732057,29.9911922920212
36.86935873,38.0283738742717
29.26563545,38.3461535063186
20.695,27.9554341966083
26.992,29.8409774556713
17.676,29.8338064792055
51.59316437,36.8801536092523
17.6,38.0044634206981
40.668,28.4455911571147
27.8,29.5169772362615
32.44123301,30.8886203566987
35.212,37.2955067839747
24.416,28.5784116524587
21.156,37.5113454602299
37.9403326,37.7451989309894
21.984,26.5872723954326
21.596,27.8745869023077
28.256,27.7138089927815
34.4,28.3892041219076
21.46032128,27.8713065605856
